ibge7,CNPJ,UF,Município,Processo,Protocolo,Ano,Nº Siafi,Nº município no Siafi,Nº Termo de Compromisso,Cobrade,Data Envio,Valor Custo,Valor Liberado,Plano Interno,PTRES,PT,Fonte,GND,MP - Nº da lei,Data Empenho,Valor Empenhado,Data Dou,Fim vigência,Status,Nº de pessoas atendidas,Parcela 1,Parcela 2,Parcela 3,tempo_medio_analise,tempo_medio_liberacao
4308102,87934675000196,RS,Feliz,59053.015611/2024-65,REC-RS-4308102-20240510-01,2024,8659,8659,1AAUDC,13214,2024-05-10,11773190.88,11773190.88,RS0000HRCH0,249096.0,06.182.2318.22BO.6504,300,443042,01.244,2024-05-23,11773190.88,2024-10-14,14/10/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,13000,3531957.26,4709276.35,3531957.26,13 days,144 days
4316428,92410422000153,RS,Sagrada Família,59053.005591/2021-71,REC-RS-4316428-20210813-03,2021,5987,5987,1AAHPW,13215,2021-09-11,609910.38,609910.38,RS5987HRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-10-19,609910.38,2022-01-05,04/01/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,180,609910.38,,,38 days,78 days
4301057,91103093000135,RS,Arroio do Sal,59053.000653/2017-72,REC-RS-4301057-20170623-01,2017,8489,8489,693455,12200,2017-07-12,1200000.0,240000.0,RS8489PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-01,240000.0,2018-03-22,22/03/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,240000.0,,,142 days,111 days
3113008,18404848000141,MG,Caraí,59053.005915/2022-52,REC-MG-3113008-20211230-01,2022,4259,4259,1AAIQA,13214,2022-01-03,283610.25,283610.25,MG4259HRCH0,213102.0,06.182.2218.22BO.0001,300,444042,01.102,2022-01-14,283610.25,2022-05-09,08/05/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,283610.25,,,11 days,115 days
2925105,14242200000165,BA,Poções,59053.006418/2022-71,REC-BA-2925105-20211230-01,2022,3803,3803,1AAMTS,13214,2022-03-08,1288103.75,1288103.75,BA3803HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-11-10,1288103.75,2023-06-26,24/06/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,80,386431.13,901672.63,,247 days,228 days
3202652,36403954000192,ES,Irupi,59053.003479/2020-15,REC-ES-3202652-20200330-02,2020,2931,2931,1AAEEK,13214,2020-04-02,1285247.53,1285247.53,ES2931PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-06-29,1285247.53,2021-02-23,22/02/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,6500,385574.26,899673.27,,88 days,239 days
4210001,83102319000155,SC,Luiz Alves,59053.008951/2022-78,REC-SC-4210001-20221214-01,2022,8197,8197,1AANDQ,13214,2022-12-16,1447136.93,1447136.93,SC8197HRCH2,204907.0,06.182.2218.22BO.0001,144,444042,14.535,2023-01-26,1447136.93,2023-07-12,10/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7050,434141.08,1012995.85,,41 days,167 days
4217808,82765488000102,SC,Taió,59053.014311/2024-69,REC-SC-4217808-20240116-01,2024,8351,8351,1AATNB,13214,2024-02-27,1556439.71,1556439.71,SC8351HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-05-28,1556439.71,2024-08-27,27/08/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2000,466931.91,1089507.8,,91 days,91 days
4301404,87612750000100,RS,Arvorezinha,59053.015551/2024-81,REC-RS-4301404-20240509-01,2024,8527,8527,1AAVLQ,13214,2024-05-09,1355647.3,1355647.3,RS8527HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-21,1355647.3,2024-12-19,19/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,140,406694.19,948953.11,,12 days,212 days
3100302,18837278000183,MG,Abre Campo,59053.006854/2022-41,REC-MG-3100302-20220420-02,2022,4005,4005,1AAWUN,13214,2022-04-25,2187728.0,2187728.0,MG4005HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-26,2187728.0,2025-02-24,24/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,150,656318.4,1531409.6,,457 days,579 days
4203709,10863375000139,SC,Canelinha,59053.005491/2021-45,REC-SC-4203709-20210818-01,2021,8071,8071,1AAIQZ,13214,2021-08-27,120180.0,120180.0,SC8071HRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-10-19,120180.0,2022-05-10,09/05/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,120180.0,,,53 days,203 days
3100609,18085563000195,MG,Água Boa,59053.009533/2023-89,REC-MG-3100609-20230317-02,2023,4011,4011,1AAPZH,13214,2023-03-21,494762.73,494762.73,MG4011HRCH0,237696.0,06.182.2218.22BO.6500,300,444042,01.191,2023-06-26,494762.73,2023-12-13,12/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4000,494762.73,,,97 days,170 days
5105309,3503620000131,MT,Luciara,59053.000502/2017-14,REC-MT-5105309-20170602-01,2017,9105,9105,696920,12100,2017-06-07,2457407.03,2457407.03,MT9105PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-16,2457407.03,2019-01-28,28/01/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,240,737222.11,1720184.92,,496 days,104 days
4214201,83021865000161,SC,Quilombo,59053.012551/2023-48,REC-SC-4214201-20231207-01,2023,8279,8279,1AARHH,13214,2023-12-17,3080000.0,3080000.0,SC8279HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2024-02-09,3080000.0,2024-03-27,27/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,15106,924000.0,2156000.0,,54 days,47 days
3548500,58200015000183,SP,Santos,59053.003652/2020-85,REC-SP-3548500-20200525-02,2020,7071,7071,1AAEMJ,13214,2020-05-26,1676314.21,1676314.21,SP7071PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-08-06,1676314.21,2021-05-05,04/05/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,40,502894.26,1173419.95,,72 days,272 days
2933505,13758842000159,BA,Wenceslau Guimarães,59053.007312/2022-95,REC-BA-2933505-20220530-03,2022,3969,3969,1AAMBJ,13214,2022-06-08,502226.22,502226.22,BA3969HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-08-09,502226.22,2023-03-24,22/03/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,340,502226.22,,,62 days,227 days
2703007,12332961000182,AL,Ibateguara,59053.008471/2022-15,REC-AL-2703007-20220822-01,2022,2759,2759,1AANNX,13214,2022-09-25,10358998.83,10358998.83,AL2759HRCH2,204907.0,06.182.2218.22BO.0001,144,444042,14.535,2022-12-23,10358998.83,2023-08-03,01/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,303,3107699.65,4143599.53,3107699.65,89 days,223 days
2915809,13743760000130,BA,Itambé,59053.006532/2022-00,REC-BA-2915809-20220302-02,2022,3617,3617,1AAMCX,13214,2022-03-21,2373571.4,2373571.4,BA3617HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-08-17,2373571.4,2023-04-06,04/04/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,280,712071.42,1661499.98,,149 days,232 days
4211702,82926544000143,SC,Orleans,59053.012291/2023-19,REC-SC-4211702-20231110-02,2023,8229,8229,1AAWVD,13214,2023-12-05,198369.26,198369.26,SC8229HRCH0,238109.0,06.182.2318.22BO.6500,300,444042,01.204,2024-03-21,198369.26,2025-03-10,10/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8,198369.26,,,107 days,354 days
5212501,1169416000109,GO,Luziânia,59053.004792/2021-51,REC-GO-5212501-20210331-02,2021,9445,9445,1AAJAO,13214,2021-05-20,391118.14,391118.14,GO9445PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-08-09,391118.14,2022-06-03,02/06/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7,391118.14,,,81 days,298 days
3163003,18409235000105,MG,São José da Safira,59053.008191/2022-07,REC-MG-3163003-20220706-01,2022,5259,5259,1AAOAT,13215,2022-08-15,418691.58,418691.58,MG5259HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-10-21,418691.58,2023-09-04,02/09/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,600,418691.58,,,67 days,318 days
3142106,17947623000179,MG,Miradouro,59053.009473/2023-02,REC-MG-3142106-20230313-02,2023,4841,4841,1AARCZ,13214,2023-03-14,801918.66,801918.66,MG4841HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-31,801918.66,2024-03-11,11/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,680,801918.66,,,170 days,193 days
4305132,92000223000177,RS,Cerro Branco,59053.016773/2024-11,REC-RS-4305132-20240604-01,2024,8439,8439,1AAUXJ,13214,2024-06-05,1243809.69,1243809.69,RS8439HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-17,1243809.69,2024-11-26,26/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,373142.91,870666.78,,12 days,162 days
4315800,88187935000170,RS,Roca Sales,59053.016751/2024-51,REC-RS-4315800-20240529-02,2024,8819,8819,1AAWEH,13214,2024-06-04,1194768.0,1194768.0,RS8819HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-30,1194768.0,2025-01-10,10/01/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,358430.4,836337.6,,56 days,164 days
3537602,46578514000120,SP,Peruíbe,59053.004331/2021-89,REC-SP-3537602-20210210-01,2021,6853,6853,1AAFUC,13214,2021-02-24,1318007.4,1318007.4,SP6853PCHU0,195657.0,06.182.2040.22BO.6500,329,444042,01.030,2021-05-31,1318007.4,2021-10-21,21/10/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,395402.22,922605.18,,96 days,143 days
4315453,92402510000103,RS,Relvado,59053.017053/2024-72,REC-RS-4315453-20240610-07,2024,7355,7355,1AATWV,13214,2024-06-11,429024.79,429024.79,RS7355HCHU0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-25,429024.79,2024-09-19,19/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,429024.79,,,14 days,86 days
3113404,18334268000125,MG,Caratinga,59053.006717/2022-14,REC-MG-3113404-20220408-01,2022,4267,4267,1AAMJS,13214,2022-04-13,530320.23,530320.23,MG4267HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-10-03,530320.23,2023-05-09,07/05/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,202,530320.23,,,173 days,218 days
4301404,87612750000100,RS,Arvorezinha,59053.011252/2023-96,REC-RS-4301404-20230919-01,2023,8527,8527,1AAXEF,13214,2023-09-25,8111465.02,8111465.02,RS8527HRCH0,250795.0,06.182.2218.22BO.6504,300,444042,01.265,2023-11-17,8111465.02,2025-04-16,16/04/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,80,2433439.51,3244586.01,2433439.51,53 days,516 days
3122702,18297226000161,MG,Dom Silvério,59053.021111/2025-43,REC-MG-3122702-20250128-01,2025,4453,4453,1AAYTT,13215,2025-01-29,490000.0,490000.0,MG4453HRCH2,236517.0,06.182.2318.22BO.0001,100,444042,00.000,2025-03-05,490000.0,2025-07-25,25/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,490000.0,,,35 days,142 days
3112109,18114249000193,MG,Caparaó,59053.003597/2020-23,REC-MG-3112109-20200304-01,2020,4241,4241,1AABHY,13214,2020-04-24,116649.93,116649.93,MG4241PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-06-03,116649.93,2020-08-18,17/08/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1400,116649.93,,,40 days,76 days
2915809,13743760000130,BA,Itambé,59053.006731/2022-18,REC-BA-2915809-20220406-03,2022,3617,3617,1AAMDB,13214,2022-04-11,396221.29,396221.29,BA3617HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-20,396221.29,2023-04-06,04/04/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,24723,396221.29,,,70 days,290 days
4304101,92406164000131,RS,Campos Borges,59053.011232/2023-15,REC-RS-4304101-20230918-01,2023,8445,8445,1AARDP,13214,2023-09-21,794970.67,794970.67,RS8445HRCH0,195657.0,06.182.2218.22BO.6500,300,444042,01.188,2023-10-06,794970.67,2024-03-18,18/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,794970.67,,,15 days,164 days
3536703,46189718000179,SP,Pederneiras,59053.000649/2017-12,REC-SP-3536703-20170706-04,2017,6835,6835,698459,12100,2017-07-12,755368.27,755368.27,SP6835PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-12-03,755368.27,2019-11-12,11/11/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,45000,755368.27,,,509 days,344 days
3141702,17112061000143,MG,Mesquita,59053.006640/2022-74,REC-MG-3141702-20220204-01,2022,4833,4833,1AAMQJ,13214,2022-04-07,55570.54,55570.54,MG4833HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-10-20,55570.54,2023-06-06,04/06/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,55570.54,,,196 days,229 days
3157807,18715409000150,MG,Santa Luzia,59053.007832/2022-06,REC-MG-3157807-20220527-01,2022,5155,5155,1AAOPH,13214,2022-07-14,1269714.67,1269714.67,MG5155HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-10-24,1269714.67,2023-10-09,07/10/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,380914.4,888800.27,,102 days,350 days
3554003,46634564000187,SP,Tatuí,59053.009372/2023-23,REC-SP-3554003-20230126-01,2023,7181,7181,1AATER,13214,2023-02-23,1150329.73,1150329.73,SP7181HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2023-03-28,1150329.73,2024-04-15,15/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,25000,345098.92,805230.81,,33 days,384 days
1200708,4018560000124,AC,Xapuri,59053.014931/2024-06,REC-AC-1200708-20240310-01,2024,149,149,1AAXIT,12100,2024-04-04,475226.99,475226.99,AC0149HROU0,250917.0,06.182.2318.22BO.6500,300,444042,01.279,2024-05-27,475226.99,2025-05-09,09/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10500,475226.99,,,53 days,347 days
4202404,83108357000115,SC,Blumenau,59053.022031/2025-13,REC-SC-4202404-20250312-01,2025,8047,8047,1AAYIF,13214,2025-03-17,544422.5,544422.5,SC8047HRCH2,236517.0,06.182.2318.22BO.0001,100,444042,00.000,2025-03-31,544422.5,2025-06-30,30/06/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1200,544422.5,,,14 days,91 days
3131703,18299446000124,MG,Itabira,59053.006702/2022-48,REC-MG-3131703-20220316-01,2022,4633,4633,1AAMQC,11321,2022-04-08,1027006.1,1027006.1,MG4633HRCH2,204907.0,06.182.2218.22BO.6500,100,444042,14.535,2022-06-08,1027006.1,2023-06-01,30/05/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2400,308101.83,718904.27,,61 days,358 days
3160306,18349951000136,MG,Santo Antônio do Jacinto,59053.009308/2023-42,REC-MG-3160306-20230123-01,2023,5205,5205,1AAXXH,13214,2023-02-17,267001.4,267001.4,MG5205HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2024-01-24,267001.4,2025-05-30,30/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8,267001.4,,,341 days,492 days
4312906,52874100000140,RS,Nova Bassano,59053.016735/2024-68,REC-RS-4312906-20240520-01,2024,8761,8761,1AAWPL,13214,2024-06-04,185381.93,185381.93,RS8761HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-25,185381.93,2025-02-07,07/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,50,185381.93,,,21 days,227 days
2610202,10215176000114,PE,Panelas,59053.008571/2022-33,REC-PE-2610202-20220801-01,2022,2503,2503,1AASFQ,13214,2022-10-01,568981.76,568981.76,PE2503HRCH2,236517.0,06.182.2218.22BO.0001,100,444042,00.000,2023-02-24,568981.76,2024-05-28,28/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,510,568981.76,,,146 days,459 days
5006259,37226644000102,MS,Novo Horizonte do Sul,59053.001631/2018-19,REC-MS-5006259-20180319-01,2018,159,159,697811,13214,2018-03-19,294569.9,294569.9,MS0159PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-17,294569.9,2019-07-30,29/07/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1130,294569.9,,,212 days,286 days
3142106,17947623000179,MG,Miradouro,59053.006678/2022-47,REC-MG-3142106-20220404-01,2022,4841,4841,1AAJQJ,13214,2022-04-06,241092.87,241092.87,MG4841HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-04-25,241092.87,2022-07-12,11/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,241092.87,,,19 days,78 days
4304614,4218263000122,RS,Canudos do Vale,59053.015772/2024-59,REC-RS-4304614-20240515-01,2024,1130,1130,1AASWZ,13214,2024-05-15,3255000.0,3255000.0,RS1130HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-22,3255000.0,2024-07-02,02/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2000,976500.0,2278500.0,,7 days,41 days
4323457,94444189000155,RS,Vila Nova do Sul,59053.000866/2017-02,REC-RS-4323457-20170905-02,2017,5795,5795,693543,13214,2017-09-06,2021099.2,2021099.2,RS5795PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-26,2021099.2,2018-05-07,07/05/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,606329.76,1414769.44,,111 days,132 days
3155405,18338244000144,MG,Rio Novo,59053.003876/2020-97,REC-MG-3155405-20200825-02,2020,5107,5107,1AADBF,13214,2020-09-01,170583.15,170583.15,MG5107PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-09-25,170583.15,2020-12-16,15/12/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,160,170583.15,,,24 days,82 days
4214201,83021865000161,SC,Quilombo,59053.000525/2017-29,REC-SC-4214201-20170504-01,2017,8279,8279,692970,12200,2017-06-13,264466.99,264466.99,SC8279PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-06,264466.99,2017-12-15,15/12/2018,ACOMPANHAMENTO - RECURSO TRANSFERIDO,486,264466.99,,,176 days,9 days
3168705,19875020000134,MG,Timóteo,59053.004474/2021-91,REC-MG-3168705-20210326-02,2021,5373,5373,1AAFLK,12200,2021-03-31,370033.32,370033.32,MG5373PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-07-06,370033.32,2021-09-23,22/09/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,60,370033.32,,,97 days,79 days
3171204,18715425000142,MG,Vespasiano,59053.009291/2023-23,REC-MG-3171204-20230202-01,2023,5425,5425,1AARJJ,13214,2023-02-08,896027.87,896027.87,MG5425HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-26,896027.87,2024-04-05,05/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2400,896027.87,,,168 days,254 days
4306429,92411115000197,RS,Dois Irmãos das Missões,59053.015811/2024-18,REC-RS-4306429-20240509-01,2024,5971,5971,1AASWY,13214,2024-05-16,291434.83,291434.83,RS5971HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-29,291434.83,2024-07-02,02/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,291434.83,,,13 days,34 days
5205513,36985463000105,GO,Cocalzinho de Goiás,59053.006835/2022-14,REC-GO-5205513-20220411-01,2022,55,55,1AALTV,13214,2022-04-20,1272000.0,1272000.0,GO0055HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-08,1272000.0,2023-02-16,15/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,630,381600.0,890400.0,,49 days,253 days
4100806,75132860000188,PR,Alvorada do Sul,59053.005883/2021-12,REC-PR-4100806-20211230-03,2021,7413,7413,1AALQZ,13215,2021-12-30,3161778.76,3161778.76,PR7413HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2021-12-31,3161778.76,2023-02-08,07/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,600,948533.63,2213245.13,,1 days,404 days
2907806,13808613000100,BA,Cícero Dantas,59053.009987/2023-50,REC-BA-2907806-20230404-01,2023,3457,3457,1AAPKF,13214,2023-05-18,960078.82,960078.82,BA3455HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-20,960078.82,2023-11-23,22/11/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4000,960078.82,,,63 days,126 days
3152105,23804149000129,MG,Ponte Nova,59053.003600/2020-17,REC-MG-3152105-20200423-01,2020,5041,5041,1AAFDH,13214,2020-04-24,470000.0,470000.0,MG5041PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-07-27,470000.0,2021-08-27,26/08/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,120,470000.0,,,94 days,396 days
4312807,87502902000104,RS,Nova Araçá,59053.011131/2023-44,REC-RS-4312807-20230911-01,2023,8759,8759,1AASKS,12200,2023-09-12,730448.28,730448.28,RS8759HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2023-09-20,730448.28,2024-06-05,05/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,730448.28,,,8 days,259 days
1503705,5077102000129,PA,Itupiranga,59053.010095/2023-00,REC-PA-1503705-20230502-01,2023,473,473,1AAPZM,13214,2023-05-31,978890.24,978890.24,PA0473HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-20,978890.24,2023-12-13,12/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7050,978890.24,,,50 days,146 days
3302908,32415283000129,RJ,Miguel Pereira,59053.006575/2022-87,REC-RJ-3302908-20220324-01,2022,5857,5857,1AALVL,11321,2022-03-24,723892.01,320108.93,RJ5857HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,320108.93,2023-02-24,23/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,126,320108.93,,,56 days,281 days
4215901,82892340000139,SC,São Bonifácio,59053.009448/2023-11,REC-SC-4215901-20230314-01,2023,8313,8313,1AAWOD,13214,2023-03-16,2023297.62,2023297.62,SC8313HRCH0,250917.0,06.182.2218.22BO.6500,300,444042,01.279,2023-12-26,2023297.62,2025-02-03,03/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1150,606989.29,1416308.33,,285 days,405 days
3104403,17730011000120,MG,Argirita,59053.021452/2025-19,REC-MG-3104403-20250131-01,2025,4087,4087,1AAYRN,13214,2025-02-13,578028.55,578028.55,MG4087HRCH0,259229.0,06.182.2318.22BO.6500,300,444042,01.299,2025-05-16,578028.55,2025-07-18,18/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,950,578028.55,,,92 days,63 days
3100302,18837278000183,MG,Abre Campo,59053.001585/2018-40,REC-MG-3100302-20180223-01,2018,4005,4005,697450,13214,2018-03-02,384037.17,384037.17,MG4005PRCH1,128816.0,06.182.2040.22BO.0001,144,444042,13.587,2018-12-18,384037.17,2019-05-24,23/05/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3500,384037.17,,,291 days,157 days
4112751,77398154000108,PR,Jesuítas,59053.007911/2022-17,REC-PR-4112751-20220713-02,2022,7997,7997,1AAKYN,13213,2022-07-20,379417.46,379417.46,PR7997HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-09-13,379417.46,2022-12-15,14/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,700,379417.46,,,55 days,93 days
4313300,91618439000138,RS,Nova Prata,59053.018937/2024-44,REC-RS-4313300-20240728-02,2024,8769,8769,1AAYRP,12200,2024-07-29,1880678.31,1880678.31,RS8769HROU0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-10-24,1880678.31,2025-07-22,22/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10000,564203.49,1316474.82,,87 days,271 days
3158003,18299453000126,MG,Santa Maria de Itabira,59053.005071/2021-69,REC-MG-3158003-20210511-01,2021,5159,5159,1AAHGL,13214,2021-07-06,949734.59,949734.59,MG5159PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,01.030,2021-08-30,949734.59,2022-01-13,12/01/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,800,949734.59,,,55 days,136 days
3154002,18836965000184,MG,Raul Soares,59053.003598/2020-78,REC-MG-3154002-20200221-01,2020,5079,5079,1AABQL,13214,2020-04-24,772184.4,772184.4,MG5079PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-07-16,772184.4,2020-09-23,22/09/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4000,772184.4,,,83 days,69 days
3116001,18392548000190,MG,Chalé,59053.006551/2022-28,REC-MG-3116001-20220309-01,2022,4319,4319,1AALDP,13214,2022-03-21,820105.26,820105.26,MG4319HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-30,820105.26,2022-12-23,22/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2355,820105.26,,,101 days,176 days
3166956,1612501000191,MG,Serranópolis de Minas,59053.006156/2022-45,REC-MG-3166956-20220119-01,2022,736,736,1AAKRE,13214,2022-01-26,157615.73,157615.73,MG0736HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-04-14,157615.73,2022-11-07,06/11/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,157615.73,,,78 days,207 days
3121704,18295311000190,MG,Diogo de Vasconcelos,59053.006512/2022-21,REC-MG-3121704-20220315-02,2022,4433,4433,1AAJXX,13214,2022-03-16,146335.53,146335.53,MG4433HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-04-14,146335.53,2022-08-09,08/08/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,180,146335.53,,,29 days,117 days
4306809,88349238000178,RS,Encantado,59053.016172/2024-16,REC-RS-4306809-20240522-03,2024,8633,8633,1AATYG,13214,2024-05-22,2544604.77,2544604.77,RS8633HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-05,2544604.77,2024-09-27,27/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,763381.43,1781223.34,,14 days,114 days
4305835,4217860000132,RS,Coqueiro Baixo,59053.016672/2024-40,REC-RS-4305835-20240601-02,2024,1136,1136,1AAUNZ,13214,2024-06-01,359181.41,359181.41,RS1136HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-07-02,359181.41,2024-11-08,08/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,38,359181.41,,,31 days,129 days
